,location,bhk,total_sqft,bath,price,price_per_sqft
2977,Hegde Nagar,3,1718.0,3.0,119.0,6926.6589057043075
2978,Hegde Nagar,3,1847.0,3.0,123.0,6659.447753113156
2979,Hegde Nagar,2,1340.0,2.0,72.0,5373.134328358209
2980,Hegde Nagar,3,2087.01,3.0,115.0,5510.275465857853
2981,Hegde Nagar,3,1703.0,3.0,130.0,7633.587786259542
2982,Hegde Nagar,3,2087.01,4.0,135.0,6468.584242528785
2983,Hegde Nagar,3,1718.0,3.0,130.0,7566.938300349243
2984,Hegde Nagar,3,1884.0,4.0,118.0,6263.2696390658175
2985,Hegde Nagar,3,1930.0,4.0,122.0,6321.243523316062
2986,Hegde Nagar,3,1584.01,3.0,104.0,6565.615116066187
2987,Hegde Nagar,3,1168.0,2.0,68.0,5821.917808219178
2988,Hegde Nagar,3,2162.03,4.0,129.0,5966.614709324107
2989,Hegde Nagar,3,2087.01,4.0,160.0,7666.470213367448
2990,Hegde Nagar,2,1000.0,2.0,66.0,6600.0
2991,Hegde Nagar,3,1348.0,2.0,80.5,5971.810089020772
2992,Hennur,2,1075.0,2.0,52.0,4837.209302325581
2993,Hennur,2,1255.0,2.0,52.32,4168.924302788844
2994,Hennur,2,1225.0,2.0,57.0,4653.061224489796
2995,Hennur,2,1255.0,2.0,57.5,4581.673306772908
2996,Hennur,2,1259.0,2.0,57.0,4527.4027005559965
2997,Hennur,2,1255.0,2.0,53.5,4262.948207171315
2998,Hennur,2,1285.0,2.0,60.0,4669.260700389105
2999,Hennur,2,1285.0,2.0,60.0,4669.260700389105
3000,Hennur,2,1100.0,2.0,60.0,5454.545454545455
3001,Hennur,2,1231.0,2.0,48.0,3899.268887083672
3002,Hennur,2,1255.0,2.0,58.0,4621.5139442231075
3003,Hennur,2,1040.0,2.0,42.12,4050.0
3004,Hennur,2,1255.0,2.0,54.5,4342.629482071713
3005,Hennur,2,1041.0,2.0,40.6,3900.0960614793466
3006,Hennur,3,1340.0,3.0,54.24,4047.7611940298507
3007,Hennur,2,1255.0,2.0,55.5,4422.310756972111
3008,Hennur,3,1260.0,2.0,52.0,4126.984126984127
3009,Hennur,2,1231.0,2.0,50.0,4061.7384240454917
3010,Hennur,5,2500.0,5.0,125.0,5000.0
3011,Hennur,2,1160.0,2.0,49.0,4224.137931034483
3012,Hennur,3,2400.0,3.0,135.0,5625.0
3013,Hennur,2,1255.0,2.0,53.5,4262.948207171315
3014,Hennur,2,1255.0,2.0,55.5,4422.310756972111
3015,Hennur,2,1100.0,2.0,44.55,4050.0
3016,Hennur,2,1255.0,2.0,57.5,4581.673306772908
3017,Hennur,2,960.0,2.0,48.0,5000.0
3018,Hennur,2,1020.0,2.0,48.0,4705.882352941177
3019,Hennur,2,1255.0,2.0,52.32,4168.924302788844
3020,Hennur,2,1295.0,2.0,64.0,4942.084942084942
3021,Hennur,3,1935.0,3.0,102.0,5271.3178294573645
3022,Hennur,3,1655.0,2.0,70.5,4259.818731117824
3023,Hennur,3,1345.0,2.0,69.0,5130.111524163569
3024,Hennur,2,1255.0,2.0,58.0,4621.5139442231075
3025,Hennur,2,1420.0,2.0,62.0,4366.197183098591
3026,Hennur,2,1155.0,2.0,54.5,4718.614718614718
3027,Hennur,2,1255.0,2.0,52.32,4168.924302788844
3028,Hennur,2,1255.0,2.0,52.35,4171.314741035857
3030,Hennur,3,1340.0,2.0,54.27,4050.0
3031,Hennur,2,1255.0,2.0,54.5,4342.629482071713
3032,Hennur,3,1830.0,2.0,113.0,6174.863387978142
3033,Hennur,3,1830.5,3.0,84.205,4600.109259765091
3034,Hennur,2,1255.0,2.0,55.5,4422.310756972111
3035,Hennur,2,1255.0,2.0,53.57,4268.525896414342
3036,Hennur,2,1255.0,2.0,56.5,4501.99203187251
3037,Hennur,2,1050.0,2.0,42.73,4069.5238095238096
3038,Hennur,2,1295.0,2.0,62.0,4787.644787644787
3039,Hennur Road,3,2089.0,3.0,140.0,6701.771182383915
3041,Hennur Road,8,5000.0,8.0,250.0,5000.0
3042,Hennur Road,2,1385.0,2.0,83.09,5999.27797833935
3043,Hennur Road,2,1317.5,2.0,63.77,4840.2277039848195
3044,Hennur Road,3,1500.0,2.0,62.0,4133.333333333333
3045,Hennur Road,3,2264.0,3.0,159.0,7022.968197879859
3046,Hennur Road,2,1157.0,2.0,84.0,7260.155574762316
3047,Hennur Road,3,1904.0,3.0,120.0,6302.5210084033615
3048,Hennur Road,3,1891.0,3.0,109.0,5764.1459545214175
3049,Hennur Road,3,1561.0,3.0,95.0,6085.842408712364
3050,Hennur Road,3,1192.0,2.0,60.0,5033.557046979866
3051,Hennur Road,3,2060.0,3.0,149.0,7233.0097087378645
3052,Hennur Road,3,1482.0,2.0,92.0,6207.827260458839
3053,Hennur Road,2,1232.0,2.0,89.0,7224.025974025974
3054,Hennur Road,2,1065.0,2.0,42.6,4000.0
3055,Hennur Road,3,1482.0,2.0,83.73,5649.797570850203
3056,Hennur Road,3,1482.0,2.0,87.0,5870.4453441295545
3057,Hennur Road,3,1891.0,3.0,139.0,7350.608143839238
3058,Hennur Road,3,1703.0,3.0,101.0,5930.710510863182
3059,Hennur Road,2,1232.0,2.0,69.61,5650.162337662337
3060,Hennur Road,2,987.0,2.0,49.0,4964.5390070921985
3061,Hennur Road,3,1804.0,3.0,102.0,5654.10199556541
3062,Hennur Road,3,2160.0,3.0,160.0,7407.407407407408
3063,Hennur Road,3,1186.0,2.0,63.0,5311.973018549747
3064,Hennur Road,3,1680.0,3.0,99.27,5908.928571428572
3065,Hennur Road,2,1065.0,2.0,42.6,4000.0
3066,Hennur Road,2,1385.0,2.0,83.09,5999.27797833935
3067,Hennur Road,3,1186.0,2.0,56.0,4721.753794266442
3068,Hennur Road,3,2350.0,3.0,174.0,7404.255319148936
3069,Hennur Road,3,1586.0,3.0,93.94,5923.076923076923
3070,Hennur Road,3,1975.0,3.0,123.0,6227.848101265823
3072,Hennur Road,3,1290.0,2.0,94.5,7325.581395348837
3073,Hennur Road,2,901.0,2.0,49.5,5493.895671476138
3074,Hennur Road,3,1445.0,3.0,86.56,5990.311418685121
3075,Hennur Road,3,1482.0,2.0,97.0,6545.209176788124
3076,Hennur Road,2,1182.0,2.0,82.5,6979.6954314720815
3077,Hennur Road,3,1192.0,2.0,62.0,5201.342281879195
3078,Hennur Road,2,1036.0,2.0,59.46,5739.382239382239
3079,Hennur Road,3,1891.0,3.0,109.0,5764.1459545214175
3080,Hennur Road,2,1232.0,2.0,69.61,5650.162337662337
3081,Hennur Road,3,1804.0,3.0,102.0,5654.10199556541
3082,Hennur Road,3,2320.0,3.0,170.0,7327.586206896552
3083,Hennur Road,3,1936.0,3.0,118.0,6095.0413223140495
3084,Hennur Road,2,1480.0,2.0,65.0,4391.891891891892
3085,Hennur Road,3,1590.0,3.0,96.5,6069.182389937107
3086,Hennur Road,3,1445.0,2.0,105.0,7266.435986159169
3087,Hennur Road,2,1036.0,2.0,59.45,5738.416988416989
3088,Hennur Road,3,1832.0,3.0,125.0,6823.144104803493
3089,Hennur Road,2,1359.0,2.0,104.0,7652.685798381162
3090,Hennur Road,2,1341.0,2.0,75.76,5649.515287099181
3091,Hennur Road,2,1040.0,2.0,50.0,4807.692307692308
3092,Hennur Road,3,1685.0,3.0,95.0,5637.982195845697
3093,Hennur Road,2,1414.0,2.0,84.18,5953.323903818953
3094,Hennur Road,3,1949.0,3.0,133.0,6824.012314007183
3095,Hennur Road,2,1232.0,2.0,89.0,7224.025974025974
3096,Hennur Road,3,1250.0,2.0,77.88,6230.4
3097,Hennur Road,4,2502.0,4.0,180.0,7194.244604316546
3098,Hennur Road,3,1831.0,3.0,110.0,6007.646095030038
3099,Hennur Road,2,1232.0,2.0,87.0,7061.688311688312
3100,Hennur Road,2,1232.0,2.0,74.0,6006.493506493506
3101,Hennur Road,2,1232.0,2.0,66.0,5357.142857142857
3102,Hennur Road,2,1341.0,2.0,95.0,7084.265473527218
3103,Hennur Road,3,2700.0,3.0,150.0,5555.555555555556
3104,Hennur Road,2,1232.0,2.0,88.0,7142.857142857143
3105,Hennur Road,3,2365.0,4.0,175.0,7399.577167019028
3106,Hennur Road,2,1310.0,2.0,66.0,5038.167938931298
3107,Hennur Road,3,1552.0,3.0,75.0,4832.474226804124
3108,Hennur Road,2,1015.0,2.0,50.0,4926.108374384236
3109,Hennur Road,3,1186.0,2.0,55.33,4665.2613827993255
3110,Hennur Road,3,2264.0,3.0,168.0,7420.494699646643
3111,Hennur Road,3,2002.0,3.0,120.0,5994.005994005994
3112,Hennur Road,2,1232.0,2.0,69.6,5649.350649350648
3113,Hennur Road,2,1195.0,2.0,73.0,6108.786610878661
3114,Hennur Road,2,1020.0,2.0,47.0,4607.843137254902
3115,Hennur Road,5,5100.0,6.0,375.0,7352.941176470588
3116,Hennur Road,2,1061.0,2.0,54.92,5176.248821866164
3117,Hennur Road,3,1585.0,2.0,80.0,5047.318611987382
3118,Hennur Road,2,1020.0,2.0,45.0,4411.764705882353
3119,Hennur Road,3,2041.0,3.0,128.0,6271.435570798628
3120,Hennur Road,2,1232.0,2.0,87.0,7061.688311688312
3121,Hennur Road,2,1066.0,2.0,52.23,4899.624765478424
3122,Hennur Road,2,973.0,2.0,56.0,5755.395683453237
3123,Hennur Road,2,1255.0,2.0,84.0,6693.227091633466
3124,Hennur Road,2,1232.0,2.0,83.0,6737.012987012987
3125,Hennur Road,3,1832.0,3.0,116.0,6331.8777292576415
3126,Hennur Road,3,2050.0,3.0,120.0,5853.658536585366
3127,Hennur Road,3,1445.0,2.0,86.69,5999.307958477509
3128,Hennur Road,3,1445.0,2.0,83.0,5743.9446366782
3129,Hennur Road,3,1679.0,3.0,94.86,5649.791542584872
3130,Hennur Road,3,1482.0,2.0,68.9,4649.122807017545
3131,Hennur Road,3,1654.0,3.0,97.8,5912.938331318017
3132,Hennur Road,3,1480.0,3.0,100.0,6756.756756756757
3133,Hennur Road,3,1450.0,3.0,88.6,6110.3448275862065
3134,Hennur Road,2,1155.0,2.0,69.18,5989.6103896103905
3135,Hennur Road,2,1053.0,2.0,53.0,5033.2383665717
3136,Hennur Road,2,1195.0,2.0,59.0,4937.238493723849
3137,Hennur Road,3,1904.0,3.0,129.0,6775.210084033613
3138,Hennur Road,3,1981.0,3.0,134.0,6764.260474507824
3139,Hennur Road,2,1155.0,2.0,69.18,5989.6103896103905
3140,Hennur Road,4,2000.0,4.0,90.0,4500.0
3141,Hennur Road,3,1590.0,3.0,105.0,6603.773584905661
3142,Hennur Road,3,2041.0,3.0,138.0,6761.391474767271
3143,Hennur Road,3,1100.0,2.0,78.0,7090.909090909091
3144,Hennur Road,4,1880.0,4.0,154.0,8191.489361702128
3145,Hennur Road,2,1232.0,2.0,69.61,5650.162337662337
3146,Hennur Road,3,1748.0,3.0,103.0,5892.448512585813
3147,Hennur Road,2,1460.0,2.0,80.3,5500.0
3148,Hennur Road,3,1570.0,3.0,75.99,4840.127388535031
3149,Hennur Road,3,1933.0,3.0,140.0,7242.628039317124
3150,Hennur Road,2,1030.0,2.0,46.5,4514.563106796117
3151,Hennur Road,2,1232.0,2.0,69.61,5650.162337662337
3152,Hennur Road,3,1450.0,3.0,79.0,5448.275862068966
3153,Hennur Road,3,1445.0,2.0,89.56,6197.923875432526
3154,Hennur Road,2,973.0,2.0,50.74,5214.799588900309
3155,Hennur Road,3,1482.0,2.0,83.73,5649.797570850203
3156,Hennur Road,3,1305.0,2.0,77.0,5900.383141762452
3157,Hennur Road,3,1672.0,3.0,86.0,5143.540669856459
3158,Hennur Road,2,1165.0,2.0,67.0,5751.07296137339
3159,Hennur Road,2,980.0,2.0,51.0,5204.081632653061
3160,Hennur Road,2,1232.0,2.0,80.0,6493.506493506494
3161,Hennur Road,2,1085.0,2.0,43.4,4000.0
3162,Hennur Road,2,950.0,2.0,55.0,5789.473684210527
3163,Hennur Road,2,1140.0,2.0,56.0,4912.2807017543855
3164,Hennur Road,3,1891.0,3.0,110.0,5817.028027498678
3165,Hennur Road,3,1735.0,3.0,78.0,4495.677233429395
3166,Hennur Road,3,1470.0,2.0,75.0,5102.040816326531
3167,Hennur Road,2,1165.0,2.0,52.0,4463.519313304721
3168,Hennur Road,2,1450.0,2.0,80.0,5517.241379310345
3169,Hennur Road,2,1155.0,2.0,69.18,5989.6103896103905
3170,Hennur Road,3,1936.0,3.0,131.0,6766.528925619835
3171,Hoodi,2,985.0,2.0,67.0,6802.030456852792
3172,Hoodi,3,1715.0,2.0,95.0,5539.35860058309
3173,Hoodi,4,2118.0,4.0,111.0,5240.793201133144
3174,Hoodi,2,1425.0,2.0,80.0,5614.035087719299
3175,Hoodi,2,1420.0,2.0,75.0,5281.69014084507
3176,Hoodi,3,1639.0,3.0,110.0,6711.4093959731545
3177,Hoodi,3,1606.0,3.0,89.55,5575.965130759651
3178,Hoodi,3,1639.0,3.0,98.32,5998.779743746187
3179,Hoodi,4,2090.0,4.0,95.1,4550.239234449761
3180,Hoodi,4,2863.0,4.0,140.0,4889.97555012225
3181,Hoodi,3,1512.0,3.0,75.77,5011.243386243386
3182,Hoodi,2,1026.0,2.0,60.87,5932.748538011696
3183,Hoodi,2,1050.0,2.0,50.0,4761.9047619047615
3184,Hoodi,2,1400.0,2.0,78.0,5571.428571428572
3185,Hoodi,5,2400.0,5.0,160.0,6666.666666666667
3186,Hoodi,2,1196.0,2.0,71.74,5998.327759197324
3187,Hoodi,3,1553.0,3.0,83.09,5350.289761751449
3188,Hoodi,2,1500.0,2.0,84.0,5600.0
3189,Hoodi,2,1055.0,2.0,57.63,5462.559241706161
3190,Hoodi,3,1925.0,2.0,114.0,5922.077922077922
3191,Hoodi,2,1400.0,2.0,82.0,5857.142857142857
3192,Hoodi,3,1746.0,3.0,84.95,4865.406643757159
3193,Hoodi,1,706.0,1.0,48.24,6832.8611898017
3194,Hoodi,2,1257.0,2.0,69.0,5489.260143198091
3195,Hoodi,2,1132.0,2.0,67.9,5998.233215547704
3196,Hoodi,3,1925.0,3.0,110.0,5714.285714285715
3197,Hoodi,3,1769.0,3.0,96.87,5475.975127190503
3198,Hoodi,2,1257.0,2.0,71.03,5650.755767700875
3199,Hoodi,2,1305.0,2.0,75.0,5747.126436781609
3200,Hoodi,3,1490.0,3.0,79.0,5302.013422818792
3201,Hoodi,2,1240.0,2.0,65.0,5241.935483870968
3202,Hoodi,3,1370.0,3.0,67.0,4890.510948905109
3203,Hoodi,2,1108.0,2.0,74.23,6699.458483754513
3204,Hoodi,2,1257.0,2.0,68.5,5449.482895783612
3205,Hoodi,2,1000.0,2.0,48.0,4800.0
3206,Hoodi,2,1063.0,2.0,61.17,5754.468485418626
3207,Hoodi,2,1259.0,2.0,69.45,5516.282764098491
3208,Hoodi,1,711.0,1.0,42.65,5998.5935302391
3209,Hoodi,3,1559.0,3.0,81.55,5230.917254650417
3210,Hoodi,1,863.0,1.0,40.55,4698.725376593278
3211,Hoodi,3,1715.0,2.0,100.0,5830.903790087464
3212,Hoodi,3,1350.0,3.0,70.0,5185.185185185185
3213,Hoodi,2,1447.0,3.0,76.0,5252.24602626123
3214,Hoodi,3,2144.0,3.0,140.0,6529.850746268657
3215,Hoodi,2,1108.0,2.0,66.46,5998.194945848375
3216,Hoodi,3,1400.0,3.0,74.0,5285.714285714285
3217,Hoodi,3,1837.0,3.0,110.0,5988.023952095808
3218,Hoodi,4,3385.0,4.0,220.0,6499.261447562777
3219,Hoodi,3,1644.0,3.0,80.51,4897.20194647202
3220,Hoodi,2,1181.0,2.0,55.0,4657.070279424217
3221,Hoodi,3,1490.0,3.0,85.0,5704.697986577181
3222,Hoodi,2,1258.5,2.0,59.135,4698.847834723878
3223,Horamavu Agara,2,1200.0,2.0,45.0,3750.0
3224,Horamavu Agara,3,1560.0,3.0,75.0,4807.692307692308
3225,Horamavu Agara,2,755.0,2.0,37.49,4965.562913907284
3226,Horamavu Agara,2,982.0,2.0,47.65,4852.34215885947
3227,Horamavu Agara,3,1650.0,2.0,75.0,4545.454545454545
3228,Horamavu Agara,2,950.0,2.0,39.0,4105.263157894737
3229,Horamavu Agara,3,1756.0,3.0,92.0,5239.179954441914
3230,Horamavu Agara,2,1106.0,2.0,43.09,3896.021699819168
3231,Horamavu Agara,2,1079.0,2.0,41.0,3799.8146431881373
3232,Horamavu Agara,3,1265.0,2.0,65.0,5138.339920948617
3233,Horamavu Agara,2,1060.0,2.0,37.0,3490.566037735849
3234,Horamavu Agara,2,1107.83,2.0,41.51,3746.964787016059
3235,Horamavu Agara,2,980.0,2.0,38.19,3896.938775510204
3236,Horamavu Agara,3,1250.0,3.0,65.0,5200.0
3237,Horamavu Agara,2,1145.0,2.0,41.21,3599.126637554585
3238,Horamavu Agara,5,2400.0,3.0,80.0,3333.3333333333335
3239,Horamavu Agara,2,1000.0,2.0,46.0,4600.0
3240,Horamavu Agara,2,760.0,2.0,37.49,4932.894736842105
3241,Horamavu Agara,2,1150.0,2.0,42.0,3652.1739130434785
3242,Horamavu Agara,3,1364.0,2.0,50.0,3665.689149560117
3243,Horamavu Agara,2,750.0,2.0,37.49,4998.666666666667
3244,Horamavu Agara,1,625.0,1.0,27.0,4320.0
3245,Horamavu Agara,2,1080.0,2.0,38.0,3518.5185185185187
3246,Horamavu Agara,2,994.0,2.0,42.28,4253.521126760564
3247,Horamavu Agara,2,1107.83,2.0,41.51,3746.964787016059
3248,Horamavu Agara,3,1300.0,2.0,52.0,4000.0
3249,Horamavu Agara,2,1090.0,2.0,46.0,4220.183486238532
3250,Horamavu Agara,3,1400.0,3.0,63.0,4500.0
3251,Horamavu Agara,3,1557.0,3.0,70.0,4495.82530507386
3252,Horamavu Agara,2,1058.0,2.0,47.0,4442.34404536862
3253,Horamavu Banaswadi,3,1554.0,3.0,55.0,3539.253539253539
3254,Horamavu Banaswadi,3,1611.0,3.0,66.0,4096.83426443203
3255,Horamavu Banaswadi,2,1460.0,2.0,80.5,5513.698630136986
3256,Horamavu Banaswadi,2,1156.0,2.0,46.0,3979.2387543252594
3257,Horamavu Banaswadi,2,1180.0,2.0,58.0,4915.254237288135
3258,Horamavu Banaswadi,2,1307.0,2.0,51.6,3947.972456006121
3259,Horamavu Banaswadi,6,3800.0,8.0,200.0,5263.1578947368425
3260,Horamavu Banaswadi,2,1357.0,2.0,54.0,3979.3662490788506
3261,Horamavu Banaswadi,2,925.0,2.0,38.0,4108.108108108108
3262,Horamavu Banaswadi,2,1272.0,2.0,48.0,3773.5849056603774
3263,Horamavu Banaswadi,2,1225.0,2.0,49.5,4040.816326530612
3264,Horamavu Banaswadi,2,1272.0,2.0,51.5,4048.7421383647797
3265,Horamavu Banaswadi,2,1272.0,2.0,51.5,4048.7421383647797
3266,Horamavu Banaswadi,2,1156.0,2.0,46.9,4057.093425605536
3267,Horamavu Banaswadi,2,1200.0,2.0,45.0,3750.0
3268,Horamavu Banaswadi,2,1254.0,2.0,47.0,3748.006379585327
3269,Horamavu Banaswadi,3,1610.0,3.0,68.0,4223.60248447205
3270,Horamavu Banaswadi,2,1210.0,2.0,50.0,4132.231404958678
3271,Horamavu Banaswadi,2,1357.0,2.0,54.0,3979.3662490788506
3272,Horamavu Banaswadi,2,1272.0,2.0,50.0,3930.817610062893
3273,Horamavu Banaswadi,2,1200.0,2.0,45.0,3750.0
3274,Horamavu Banaswadi,2,1025.0,2.0,45.0,4390.243902439024
3275,Horamavu Banaswadi,2,1081.0,2.0,52.0,4810.360777058279
3276,Horamavu Banaswadi,2,1000.0,2.0,50.0,5000.0
3277,Hormavu,2,1500.0,2.0,78.0,5200.0
3278,Hormavu,2,1150.0,2.0,55.0,4782.608695652174
3279,Hormavu,3,2100.0,3.0,73.0,3476.190476190476
3280,Hormavu,2,1180.0,2.0,50.0,4237.28813559322
3281,Hormavu,2,1200.0,2.0,67.0,5583.333333333333
3282,Hormavu,2,1200.0,3.0,70.0,5833.333333333333
3283,Hormavu,2,1175.0,2.0,52.0,4425.531914893617
3284,Hormavu,1,1351.0,2.0,53.0,3923.019985196151
3285,Hormavu,2,1141.0,2.0,44.4,3891.3234005258546
3286,Hormavu,2,1130.0,2.0,42.3,3743.362831858407
3287,Hormavu,3,1500.0,3.0,70.0,4666.666666666667
3288,Hormavu,3,1725.0,3.0,85.0,4927.536231884058
3289,Hormavu,2,1153.0,2.0,65.0,5637.467476149176
3290,Hormavu,2,1150.0,2.0,53.11,4618.260869565217
3291,Hormavu,2,1123.0,2.0,56.0,4986.642920747997
3292,Hormavu,3,1385.0,2.0,69.0,4981.949458483755
3293,Hormavu,3,1617.5,3.0,73.595,4549.922720247295
3294,Hormavu,2,1030.0,2.0,49.35,4791.26213592233
3295,Hormavu,2,1018.0,2.0,50.8,4990.176817288801
3296,Hormavu,3,1555.0,3.0,75.0,4823.15112540193
3297,Hormavu,2,1143.0,2.0,53.0,4636.920384951881
3298,Hormavu,2,1100.0,2.0,38.0,3454.5454545454545
3299,Hormavu,2,1000.0,2.0,50.0,5000.0
3300,Hormavu,2,1200.0,2.0,68.0,5666.666666666667
3301,Hormavu,3,1553.0,2.0,58.23,3749.5170637475853
3302,Hormavu,2,1200.0,2.0,68.0,5666.666666666667
3303,Hormavu,2,765.0,2.0,37.49,4900.653594771242
3304,Hormavu,3,1420.0,3.0,58.0,4084.507042253521
3305,Hormavu,2,1081.5,2.0,38.665,3575.127138233934
3306,Hormavu,2,1250.0,2.0,60.0,4800.0
3307,Hormavu,2,965.0,2.0,37.15,3849.740932642487
3308,Hormavu,1,583.0,1.0,28.275,4849.91423670669
3309,Hormavu,2,1129.0,2.0,44.0,3897.2542072630645
3310,Hormavu,3,1385.0,2.0,69.25,5000.0
3311,Hormavu,2,1165.0,2.0,40.0,3433.4763948497853
3312,Hormavu,2,1065.0,2.0,50.92,4781.220657276996
3313,Hormavu,2,1046.0,2.0,60.0,5736.137667304015
3314,Hormavu,2,1400.0,2.0,75.0,5357.142857142857
3315,Hormavu,3,1365.0,2.0,65.0,4761.9047619047615
3316,Hormavu,2,1196.0,2.0,44.8,3745.819397993311
3317,Hormavu,2,1263.0,2.0,47.36,3749.802058590657
3318,Hormavu,2,1015.0,2.0,39.08,3850.246305418719
3319,Hormavu,3,1550.0,2.0,60.0,3870.967741935484
3320,Hormavu,2,1200.0,2.0,73.0,6083.333333333333
3321,Hormavu,2,1250.0,2.0,65.0,5200.0
3322,Hormavu,3,1604.0,3.0,68.0,4239.401496259352
3323,Hormavu,2,1075.0,2.0,53.7,4995.3488372093025
3324,Hormavu,2,980.0,2.0,42.0,4285.714285714285
3325,Hormavu,2,1075.0,2.0,53.7,4995.3488372093025
3326,Hormavu,4,2282.0,4.0,115.0,5039.439088518843
3327,Hormavu,2,1206.0,2.0,55.0,4560.530679933665
3328,Hormavu,2,1310.0,2.0,67.0,5114.503816793893
3329,Hormavu,2,1310.0,2.0,60.0,4580.152671755725
3330,Hormavu,2,1020.0,2.0,45.75,4485.294117647059
3331,Hormavu,2,1210.0,2.0,69.0,5702.479338842975
3332,Hosa Road,3,1652.0,3.0,85.0,5145.2784503631965
3333,Hosa Road,3,1639.0,3.0,80.0,4881.0250152532035
3334,Hosa Road,2,1161.0,2.0,55.15,4750.215331610681
3335,Hosa Road,3,1726.0,3.0,81.99,4750.289687137891
3336,Hosa Road,2,1161.0,2.0,55.15,4750.215331610681
3337,Hosa Road,2,1365.0,2.0,92.0,6739.92673992674
3338,Hosa Road,2,1243.0,2.0,48.5,3901.850362027353
3339,Hosa Road,3,1541.0,3.0,69.84,4532.121998702141
3340,Hosa Road,3,1332.0,2.0,86.12,6465.465465465465
3341,Hosa Road,1,615.0,1.0,28.29,4600.0
3342,Hosa Road,3,1318.0,2.0,85.28,6470.40971168437
3343,Hosa Road,2,1133.0,2.0,52.0,4589.585172109444
3344,Hosa Road,2,1016.0,2.0,40.0,3937.0078740157483
3345,Hosa Road,2,972.0,2.0,40.0,4115.22633744856
3346,Hosa Road,2,1161.0,2.0,55.15,4750.215331610681
3347,Hosa Road,3,1532.0,3.0,98.13,6405.352480417754
3348,Hosa Road,3,1680.0,3.0,101.0,6011.9047619047615
3349,Hosa Road,2,880.0,2.0,50.0,5681.818181818182
3350,Hosa Road,3,1533.0,3.0,98.18,6404.4357469015
3351,Hosa Road,2,1040.0,2.0,68.59,6595.192307692308
3352,Hosa Road,2,1040.0,2.0,61.0,5865.384615384615
3353,Hosa Road,3,2500.0,3.0,100.0,4000.0
3354,Hosa Road,2,1245.0,2.0,62.0,4979.919678714859
3355,Hosa Road,3,1311.0,2.0,84.86,6472.921434019832
3356,Hosa Road,1,800.0,1.0,39.99,4998.75
3357,Hosa Road,3,1726.0,3.0,81.99,4750.289687137891
3358,Hosa Road,2,1364.0,2.0,64.79,4750.000000000001
3359,Hosa Road,2,1016.0,2.0,45.0,4429.133858267716
3360,Hosa Road,3,1730.0,3.0,72.6,4196.531791907514
3361,Hosa Road,2,1360.0,2.0,77.61,5706.617647058823
3362,Hosa Road,2,1170.0,2.0,65.0,5555.555555555556
3363,Hosa Road,2,1161.0,2.0,55.15,4750.215331610681
3364,Hosa Road,3,1470.0,2.0,84.22,5729.251700680272
3365,Hosa Road,4,1708.0,3.0,64.05,3750.0
3366,Hosa Road,2,1161.0,2.0,48.75,4198.966408268734
3367,Hosa Road,3,1541.0,3.0,69.61,4517.1966255678135
3368,Hosa Road,2,1016.0,2.0,39.95,3932.086614173229
3369,Hosakerehalli,3,2378.0,3.0,262.0,11017.661900756939
3370,Hosakerehalli,3,2376.0,3.0,203.0,8543.771043771043
3371,Hosakerehalli,4,3205.0,5.0,380.0,11856.474258970358
3372,Hosakerehalli,4,3024.0,5.0,248.0,8201.0582010582
3373,Hosakerehalli,4,3024.0,5.0,350.0,11574.074074074075
3374,Hosakerehalli,5,2400.0,5.0,250.0,10416.666666666666
3375,Hosakerehalli,3,1817.0,4.0,153.0,8420.473307649972
3376,Hosakerehalli,2,1304.0,2.0,100.0,7668.711656441717
3377,Hosakerehalli,3,2480.0,3.0,245.0,9879.032258064517
3378,Hosakerehalli,2,925.0,2.0,46.5,5027.027027027027
3379,Hosakerehalli,3,2480.0,4.0,260.0,10483.870967741936
3380,Hosakerehalli,3,1596.0,3.0,79.8,5000.0
3381,Hosakerehalli,3,1200.0,2.0,100.0,8333.333333333334
3382,Hosakerehalli,4,3205.0,4.0,300.0,9360.374414976599
3383,Hosakerehalli,4,3033.0,4.0,326.0,10748.433893834488
3384,Hosakerehalli,2,600.0,2.0,65.0,10833.333333333334
3385,Hosakerehalli,3,2480.0,4.0,265.0,10685.483870967742
3386,Hosakerehalli,2,925.0,2.0,46.25,5000.0
3387,Hosakerehalli,3,2376.0,3.0,240.0,10101.0101010101
3388,Hosakerehalli,5,1500.0,6.0,145.0,9666.666666666666
3389,Hoskote,3,1250.0,3.0,50.0,4000.0
3390,Hoskote,3,1225.0,3.0,40.0,3265.3061224489797
3391,Hoskote,3,1740.0,3.0,60.0,3448.2758620689656
3392,Hoskote,2,1170.0,2.0,45.0,3846.153846153846
3393,Hoskote,3,1250.0,3.0,29.0,2320.0
3394,Hoskote,3,1200.0,3.0,57.0,4750.0
3395,Hoskote,3,1069.0,2.0,38.0,3554.724041159963
3396,Hoskote,2,1095.0,2.0,33.6,3068.4931506849316
3397,Hoskote,3,1695.0,3.0,50.0,2949.8525073746314
3398,Hoskote,2,1065.0,2.0,31.5,2957.7464788732395
3399,Hoskote,3,1395.0,2.0,63.0,4516.129032258064
3400,Hoskote,2,1065.0,2.0,28.5,2676.056338028169
3401,Hoskote,2,945.0,2.0,35.0,3703.703703703704
3402,Hoskote,2,1003.5,2.0,28.095,2799.701046337818
3403,Hoskote,2,1065.0,2.0,33.75,3169.0140845070423
3404,Hoskote,1,509.0,1.0,23.0,4518.664047151277
